City of Origin,Destination City,Stopover City,Driving Distance (km),Vehicle Plate,Vehicle Type,Speed (km/h),Distance (km),Load Weight (tons),Fuel Consumption (L/100km),Traffic Congestion
Kampala,Bujumbura,,720.0,KAM-BUJ-0391,Hybrid,40.70239664385424,111.28822243063337,0.9425610614812343,8.402003456583222,Medium
Juba,Wau,,647.0,JUB-WAU-0392,Hybrid,74.63199320407304,20.497377354147368,0.6845049426856185,8.910496775152978,Low
Juba,Wau,,647.0,JUB-WAU-0393,SUV,80.5900411903595,378.1280693972516,3.783020770071789,18.456043629899067,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0394,Hybrid,81.54956960015352,113.18345857363555,1.5094499335916485,6.92766821978793,Low
Nairobi,Arusha,,274.0,NAI-ARU-0395,Hybrid,58.37880992669276,199.3564383809904,1.1696292746023733,10.588662383628467,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0396,Hybrid,89.3453424200967,215.8149610387081,1.874952853761811,8.016896543593074,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0397,Saloon,69.13200909926833,183.01564904635188,1.0567586351564413,11.808593334401863,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0398,Coupe,112.33515175862948,140.796953513506,0.7494634644241456,9.668602016987528,High
Kampala,Juba,,653.0,KAM-JUB-0399,Truck,61.52646692311038,199.81590085733612,18.900970351838083,25.188161911067862,High
Nairobi,Arusha,,274.0,NAI-ARU-0400,Saloon,59.267584833399425,27.125372773610245,1.4687335794297263,12.095218539637946,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0401,Hybrid,60.4362499948775,27.21085332343624,1.114443342342848,7.178522465443756,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0402,SUV,100.62723838410056,322.60066225371065,2.77607804869139,12.178925542549901,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0403,Hybrid,99.28215796933551,118.96038908706757,1.5324113536703556,5.983870773048525,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0404,Coupe,99.13538197956387,15.231976775198444,0.90654614149254,17.64017407117702,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0405,Hybrid,63.05240277914801,19.35904301797878,0.5464336863790153,7.715907319628086,Medium
Kampala,Kigali,,511.0,KAM-KIG-0406,SUV,69.60149618779164,60.50844334768366,4.1467476488256185,14.585230088818907,Low
Kigali,Butare,,125.0,KIG-BUT-0407,Coupe,87.35468631835927,181.01580477313132,0.4393667522406307,17.55918828955319,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0408,Hybrid,58.83800304264117,223.21688135408348,1.4044143147191923,10.786951518190413,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0409,Coupe,129.04078979262786,64.79703318556169,1.4533625824891117,11.894818949024204,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0410,Truck,59.275595236846115,338.27097297815396,15.41407607347585,22.312175647677307,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0411,Truck,67.68557426790056,479.1933686870028,17.6190181260487,32.504749429063786,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0412,Hybrid,66.42648101874545,82.5599798443585,0.8890023459756418,6.362366856934104,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0413,Coupe,73.45885493194149,75.06511597859553,0.6242972305569399,17.66417385866407,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0414,SUV,93.46252957500263,206.2746675637284,3.531636603477936,11.391967013456956,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0415,Hybrid,66.64262495213217,160.29623714105531,1.233346747688677,7.81245160458027,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0416,Truck,89.6924194449849,716.2203335042489,16.2340595815944,28.54066041773424,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0417,Truck,71.0330239912292,240.91847547570327,13.951377432643186,20.59189299336349,High
Kigali,Butare,,125.0,KIG-BUT-0418,Hybrid,68.5327622492096,140.32590014983916,0.8416246041548143,11.748201930158597,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0419,Coupe,124.56727665623453,147.20721473662212,0.940063954518435,16.69969159647685,Low
Kampala,Juba,,653.0,KAM-JUB-0420,Truck,46.532617191173145,653.3568559924195,11.248208139668483,31.91315993824108,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0421,Coupe,86.54605409508142,176.6472103934559,1.4328505125904774,9.487959694051156,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0422,Truck,63.13378025326968,786.6911647138796,14.834074359731467,32.953212837718176,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0423,Truck,69.436576106566,362.7309355437213,12.857835555258703,23.04834636629131,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0424,Saloon,95.70789148266184,128.2313419104478,1.2669131933011268,10.938603840009456,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0425,Truck,68.86395146165657,705.9040019371865,19.807393435834292,26.113763128607253,Low
Nairobi,Arusha,,274.0,NAI-ARU-0426,SUV,109.65113532637818,394.0375075946229,3.5073513300945063,19.56047143611933,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0427,Hybrid,52.02847093170416,36.22341047430914,1.780942950433133,8.074048716436238,Medium
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0428,Hybrid,90.81813125242363,224.34164924689958,0.5936863904286072,11.184253340902425,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0429,Coupe,96.89914332216533,106.98217291080412,1.0519110133118523,17.26382606730087,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0430,Truck,40.9558047214882,433.790427822472,16.877220424305605,30.840604365473425,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0431,SUV,101.55194589222648,110.49580823365483,2.5478845593008845,13.587155254170135,Medium
Kampala,Kigali,,511.0,KAM-KIG-0432,Coupe,118.2662324607703,62.96437575876507,0.5528459566406438,17.57448019038096,Medium
Kampala,Juba,,653.0,KAM-JUB-0433,Saloon,50.531797106808135,299.3898395909539,1.5152319482860934,13.627754395592937,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0434,Coupe,87.6771637807716,12.719902756741396,1.185443422273836,16.34144597000676,Medium
Kampala,Kigali,,511.0,KAM-KIG-0435,Coupe,114.42856791721115,37.141554587159334,1.2041135067083628,15.68922782107641,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0436,Truck,72.92702578350274,636.2811529569103,18.45921439677732,29.204061713561877,Medium
Kampala,Juba,,653.0,KAM-JUB-0437,Saloon,55.31628283818074,156.53578670681904,0.6164740020074075,10.260344248259447,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0438,Coupe,94.42638934753765,22.5418703866459,0.7185846407633751,9.109980987913149,High
Kampala,Kigali,,511.0,KAM-KIG-0439,SUV,108.49411260055334,476.45961168401186,1.7531076634027851,19.551152072917013,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0440,SUV,91.3545959602047,184.80455507924324,1.7690172634665724,15.006242680704178,Medium
Kigali,Butare,,125.0,KIG-BUT-0441,Hybrid,87.67093266944492,179.70075454400757,0.5753390171959607,5.5103128475753245,Low
Kampala,Kigali,,511.0,KAM-KIG-0442,Saloon,74.17239695795823,102.68133833342412,0.8485764845840718,9.24803599126971,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0443,Saloon,98.20896459781308,280.1838550169191,1.1076540417913496,14.248888017059976,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0444,Hybrid,59.28974207487292,124.34487672250998,0.8390434967239996,9.483332295230909,Low
Kampala,Juba,,653.0,KAM-JUB-0445,Coupe,128.73886691048853,124.66368824824194,0.7293769009362586,14.478174459905283,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0446,Saloon,57.375240707923254,268.8245424743116,1.2546259261697545,10.594797936317136,High
Kampala,Juba,,653.0,KAM-JUB-0447,SUV,95.15188730721115,331.1527382552311,1.7512153217927957,16.826172212234024,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0448,SUV,74.51590081893178,371.2786846279654,4.378871780344689,18.039585075525203,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0449,Truck,67.62504837039445,464.1189246175258,11.428759613394117,31.63019225604703,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0450,Saloon,66.28456282680287,159.07471838902504,0.9264111393912751,8.070626903997546,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0451,Coupe,107.77346181350418,20.323086616351727,1.19837428095144,11.175867952611167,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0452,Hybrid,40.00808158026912,132.67099341693515,0.5702778627914047,6.933186904746297,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0453,Hybrid,82.41858924734296,25.04550918924781,1.7590077385340035,5.0267394586100815,Low
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0454,Coupe,84.80943215211414,150.77177066889357,0.6795241796751681,9.018923880660136,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0455,Truck,58.0116959400214,289.27530046916786,18.42711902160555,24.700218763777148,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0456,Hybrid,87.33594830656043,224.04931475457633,1.1507261293647943,11.369602006980745,High
Kampala,Juba,,653.0,KAM-JUB-0457,Saloon,72.63908323779157,289.9419566172303,0.6339342867883594,12.496154132025943,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0458,Truck,64.69070202284644,371.35416381895294,16.327118787486008,30.55785637451497,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0459,Saloon,50.261796179018546,66.74686484921564,1.569569075951478,12.33108330862565,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0460,SUV,117.96285030772063,392.46700561285235,4.827704477059683,17.02540501534807,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0461,Truck,54.90261043197216,173.75544557559954,17.818238633449354,29.66223832213874,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0462,Hybrid,42.89116074359777,96.4121118162348,1.9351997232264293,8.502808019971408,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0463,Truck,61.63645680098523,420.38972361150576,12.088827240051637,25.53060756297193,Low
Kigali,Butare,,125.0,KIG-BUT-0464,Truck,58.49066279935883,136.64851413123068,17.675676285179183,26.247566478558184,Medium
Kampala,Juba,,653.0,KAM-JUB-0465,Truck,81.10899434082117,695.2436007839268,12.11994054698658,29.86030223255193,Low
Nairobi,Arusha,,274.0,NAI-ARU-0466,Truck,63.614090208149086,716.1097165450395,12.15740679176454,30.167198004650665,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0467,Saloon,86.46512733516334,102.68441372011318,0.7049013554767589,12.213118083818213,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0468,SUV,104.31584748793983,192.0323046935075,3.756914114078098,13.951309076115033,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0469,Coupe,112.79241299695707,47.85090222987009,1.3682580031634093,10.874095964655798,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0470,Truck,58.38929938780765,140.66436645624486,11.115122123212764,27.737928540684923,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0471,Hybrid,56.05556060367829,210.51525417812664,0.5220400829824308,7.653658340703553,Medium
Kigali,Butare,,125.0,KIG-BUT-0472,Truck,56.867277338454635,113.52934164232073,11.243683990005103,26.20464012377953,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0473,Hybrid,69.5718750668468,107.02953934116859,1.2964065176181407,9.165921724339771,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0474,Saloon,50.59542926767014,149.9466446469811,1.9452488613313825,11.152258241036389,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0475,Hybrid,80.65253604753718,84.84732590005197,1.6609870672291438,10.410450373132806,Low
Kampala,Kigali,,511.0,KAM-KIG-0476,Coupe,101.27776285924834,195.4426264230506,0.45066025771518403,8.16947664889581,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0477,SUV,106.20949270542576,413.21999181419716,1.9207253019220167,12.655828329586061,Medium
Kigali,Butare,,125.0,KIG-BUT-0478,Hybrid,41.05314180199773,80.39406658733553,1.6597128108780073,8.625723693988053,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0479,Hybrid,60.88573559009728,99.21743077751927,0.5020304385732022,7.098603692956651,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0480,SUV,98.78752449827583,488.3874997173607,4.4647128944436485,10.23594964645529,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0481,Coupe,123.91363628049035,158.80769852673893,1.2364513482851764,12.579957590035715,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0482,Truck,59.90026464772514,312.04101018323485,10.656948589543658,23.423530452405487,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0483,Hybrid,54.79621809868148,126.17849673044839,1.621166609895041,8.316668798785626,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0484,SUV,63.47066696682964,481.00541044469173,4.799535116829393,17.851895431484085,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0485,Saloon,109.47967409385323,172.45505318407362,1.944152525379809,7.604840324934006,High
Nairobi,Arusha,,274.0,NAI-ARU-0486,SUV,81.94084489568228,151.42157060304464,2.185415794469945,11.408029488926761,Medium
Kigali,Butare,,125.0,KIG-BUT-0487,Saloon,87.34481849395979,238.77011960924543,1.367447599130541,8.175701676705678,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0488,Coupe,118.66742619600825,130.8313943611084,0.7657988473523947,14.74130295536063,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0489,Truck,52.995248962141645,341.63454594594737,19.174858431319905,24.357567585071305,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0490,SUV,88.19929608947619,450.5635118282066,3.9770247259363463,10.622032261647028,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0491,Hybrid,48.83818265673822,11.881981785260036,1.4463826853437451,8.133713977872928,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0492,Coupe,78.05649105413653,192.00748300078638,0.9355916687347439,10.418932941128892,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0493,SUV,90.03621426928245,355.8291497307985,1.7668372629074756,12.74703815047892,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0494,Hybrid,88.41792945303962,120.3195688966387,1.3198657130484424,8.029712015466284,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0495,SUV,62.63399655858031,124.58740091907016,3.059395735596618,12.091854654079278,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0496,Saloon,52.99874171958072,256.2219059345107,1.9717887937461738,13.345142991973916,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0497,SUV,111.22709530228002,158.88970864267043,4.8621944142962,11.969257044534285,Low
Juba,Wau,,647.0,JUB-WAU-0498,SUV,117.08578862170994,497.66868228467797,3.9910298201111707,19.81143731791822,High
Kigali,Butare,,125.0,KIG-BUT-0499,SUV,94.17238677402622,166.79380242924066,3.0294855998296732,15.93560935378786,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0500,Coupe,74.3848937216209,128.24522027727676,1.4774134041147535,9.901076497837277,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0501,SUV,107.555706977303,458.5544572008287,4.802955574870773,19.601356044054473,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0502,Hybrid,71.28757832328832,244.55389791796088,1.6359653107016583,6.131700053658733,High
Kampala,Juba,,653.0,KAM-JUB-0503,Saloon,78.6140063880782,221.13272910416111,0.8710104737286251,12.124921468391099,Medium
Juba,Wau,,647.0,JUB-WAU-0504,Saloon,89.99602874279715,65.55592826639844,1.3476279686791344,13.17301528782886,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0505,SUV,89.93373987215651,55.44640254924834,1.5316346417775226,13.570293439700123,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0506,Coupe,125.57164410590693,53.448588124685664,1.0612364266460246,10.220758706933205,Medium
Kampala,Kigali,,511.0,KAM-KIG-0507,Coupe,89.30019937957292,171.12799702428197,1.1746337307239363,8.953992773132107,High
Kampala,Kigali,,511.0,KAM-KIG-0508,Hybrid,65.72212125918603,17.000743274863474,1.2213352199045135,9.637038081907477,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0509,SUV,67.11015741588909,179.99822250912456,2.892428189257549,19.195310246560496,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0510,Saloon,109.59530092537784,32.575163718772444,1.641511885243088,9.973792531218745,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0511,Coupe,93.5474911737688,153.31034493593432,1.4021117185744905,17.509285945025482,Medium
Kigali,Butare,,125.0,KIG-BUT-0512,SUV,94.62735516229924,210.70452168522627,4.256421800505727,12.510013832623002,Medium
Kigali,Butare,,125.0,KIG-BUT-0513,Coupe,103.84444173001106,78.1299076897259,1.0879572884494513,10.40398912893507,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0514,Coupe,81.49557674408955,184.46542646833305,0.4221644195394443,13.059579077349316,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0515,Saloon,63.251166977780535,30.900389731186884,0.5540282274371395,8.401774176846619,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0516,Truck,83.33851772530002,297.73512078391866,19.504591705752958,28.724334394837904,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0517,Hybrid,66.19685138612596,149.2213203206691,1.2750475778394017,10.311433776301275,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0518,Hybrid,56.949763958371136,94.73209398407258,1.841141453799876,11.625195592052838,High
Kampala,Juba,,653.0,KAM-JUB-0519,Saloon,103.55349364918847,137.4454383080478,1.6705482545103225,10.81068586640879,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0520,Coupe,99.85239112876613,48.88922072088395,1.0093563639102197,9.86135897753348,Low
Nairobi,Arusha,,274.0,NAI-ARU-0521,SUV,79.89388194403162,434.7635907289708,2.224765332237993,10.711582851734327,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0522,Coupe,74.14045555676898,188.7490588955905,0.9083045255542015,12.094120718170183,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0523,Saloon,98.6527148604751,254.0312598149445,0.9982865496734069,12.548944459790363,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0524,Hybrid,86.2673689511132,167.11616484782908,0.7273926122001491,11.131181584619398,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0525,Coupe,102.34567316416053,63.669761010300704,0.8102738225252326,8.375710903989074,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0526,Hybrid,47.672008073345054,193.7312201238066,0.5000174521330492,7.9159607993760455,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0527,SUV,91.35061086513531,74.58548900043753,4.905773570403165,12.26125331249672,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0528,Hybrid,58.25192317817685,82.94620294120656,0.8456249931760249,5.01031675460418,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0529,Hybrid,83.76068764527977,242.04291995182848,0.8364402249275675,9.641330342623956,Low
Kigali,Butare,,125.0,KIG-BUT-0530,Truck,77.09481634793576,693.8977653633673,14.226291970136092,24.543963584606438,Medium
Kigali,Butare,,125.0,KIG-BUT-0531,Truck,56.264756701151555,598.834933168959,18.167794665056363,22.724209516349042,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0532,Truck,58.547050407888264,731.3581377244051,18.06693519694739,34.77287604143714,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0533,Hybrid,85.25489558092485,104.36684824670135,1.3859567509919566,9.627099779731243,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0534,Saloon,54.70734897902744,172.45914854908222,1.5639812427089144,8.338570432008483,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0535,Hybrid,86.83790304553344,150.1054673233868,1.928332678546392,5.296956087448242,High
Kigali,Butare,,125.0,KIG-BUT-0536,Saloon,65.91956825332802,188.43508620395073,0.9448398683088961,12.715393312569937,High
Juba,Wau,,647.0,JUB-WAU-0537,Saloon,95.54031695131586,48.704469938612846,1.2707816963101517,11.071124444728447,High
Nairobi,Arusha,,274.0,NAI-ARU-0538,Truck,58.46403851077706,753.0474037987705,18.275063198732212,30.45814072864455,High
Nairobi,Arusha,,274.0,NAI-ARU-0539,Coupe,112.85959814409986,97.72606732449263,1.405193425315891,14.945954272532854,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0540,SUV,103.738863699349,437.76090670430534,2.4592505626976684,18.07070903866703,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0541,Truck,49.7620301478246,341.7393665714215,13.356104542698427,34.67788202583711,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0542,Truck,82.82686118739633,590.8189031131818,17.2705676161539,28.431091916038568,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0543,Coupe,126.82544002651115,104.2891630476487,0.7566212518438734,9.63035336931591,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0544,SUV,107.17233913566348,380.4997694340162,2.845242634834472,10.251934139592294,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0545,Hybrid,90.33983966308065,12.740316028977672,1.5555496694435764,11.791799768082399,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0546,Hybrid,66.2596796888922,66.39361719902865,1.5573065150650724,10.719896994109096,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0547,Truck,67.32151580389237,776.9246926793023,10.51668721657961,27.571933974567923,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0548,SUV,103.107236839353,438.1882120171305,2.127394641677265,18.000034817636816,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0549,Truck,67.63535378592726,377.58757739297425,11.317150285790936,32.97943638363368,Low
Kampala,Kigali,,511.0,KAM-KIG-0550,Saloon,59.43639249078292,106.74060057854778,0.9350682979436553,13.971312273526834,Low
Juba,Wau,,647.0,JUB-WAU-0551,Truck,73.63514971044489,657.6769780339606,12.50467898792499,29.373111494104982,Low
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0552,Truck,68.58729915718743,682.9812637517898,19.060870604812607,20.1823515721608,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0553,Hybrid,80.44119514352755,22.440591788734963,1.3232879976160339,7.013429103305747,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0554,Hybrid,58.40659597132847,94.71004082856558,1.431938673574415,7.3383497596813845,Low
Kampala,Juba,,653.0,KAM-JUB-0555,Hybrid,83.96194303541682,107.08657253772873,0.602529800464938,10.48631889738875,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0556,Saloon,67.14549947556236,141.17472628779353,1.5281658248328522,9.659649257189695,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0557,Hybrid,43.39513936880294,99.74105128307527,1.9166728740414551,9.492140781089908,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0558,SUV,100.28874892003242,334.5269691369379,2.1964724863580285,14.1833386410228,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0559,Coupe,115.0563879017991,29.26085053510024,0.6334233313076547,10.763191084658537,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0560,SUV,85.92113565567035,491.1659334239833,1.7362589133933768,15.18700994380595,High
Kigali,Butare,,125.0,KIG-BUT-0561,SUV,70.76188092073262,486.80444543438483,1.8965622665461246,14.036010023615912,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0562,Hybrid,84.27309909007637,179.09306272658688,1.1340929553408983,7.425669175669028,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0563,Coupe,93.85674271317224,60.212490000141464,0.5463995264481598,12.8303969755889,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0564,Coupe,86.11202536405644,64.61771633047752,1.0881072761694683,17.68537331699892,Medium
Kigali,Butare,,125.0,KIG-BUT-0565,Coupe,106.21823203356251,24.626098742343594,0.39070033662488035,17.51423220845566,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0566,Saloon,67.83744741844002,45.77875610309312,1.3985668807255722,11.98919022632213,Low
Kigali,Butare,,125.0,KIG-BUT-0567,Hybrid,78.91028920712128,74.17648668580992,0.5226660263217126,11.755107586181303,Low
Kigali,Butare,,125.0,KIG-BUT-0568,Coupe,85.05358274146614,138.44499472998402,1.1479558438544515,14.100074170794857,Low
Kigali,Butare,,125.0,KIG-BUT-0569,Saloon,68.77444365281889,95.90695105393841,1.3965024240540547,13.928765068893533,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0570,Truck,87.33668644616978,174.13406308263035,11.5482861259772,34.17104388174619,Medium
Kampala,Kigali,,511.0,KAM-KIG-0571,Truck,76.82676141673963,718.0956773808412,12.026326341353432,28.813788066641028,High
Kampala,Kigali,,511.0,KAM-KIG-0572,Saloon,92.06837566504842,210.43132792515235,1.1122275363000471,7.123159133530468,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0573,Saloon,84.9755634082558,90.86843097029045,1.1753813692143356,14.660648120670539,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0574,Hybrid,63.94211905854608,211.5523855994624,0.7828109086238767,9.707223486175202,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0575,Hybrid,98.6204172663366,34.45434420950483,0.512479913340788,8.0350795484283,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0576,Truck,44.63127415256836,623.8690447733619,19.14548663848559,26.51031459063138,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0577,Coupe,85.52269852932646,92.53663061125586,1.1681373814200011,8.09054161580371,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0578,Truck,69.47269947423486,529.3041794211654,16.376882468959355,23.630331199713158,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0579,Coupe,112.84316340268761,27.364382403037517,0.539124403760161,16.77470046654482,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0580,Coupe,114.32338904359398,12.611655262155598,0.5980515124437602,10.144064829931645,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0581,Hybrid,56.248379682218356,69.41434486717273,0.5937894436142686,8.212583616177742,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0582,SUV,103.9640084871699,323.0292761228464,3.8550508400932793,10.811491785362392,High
Kigali,Butare,,125.0,KIG-BUT-0583,SUV,117.08944261060724,427.32132522936115,4.3178161147348195,18.229838050417676,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0584,Saloon,105.96263048796568,172.39111051183536,0.8004230268014388,11.934268862820328,Medium
Kampala,Kigali,,511.0,KAM-KIG-0585,Hybrid,84.57288962007634,187.10017440496608,1.2821735362503202,5.479211035335046,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0586,Coupe,92.26677630580767,184.9456556080379,1.001338691708911,13.383319432557133,Low
