City of Origin,Destination City,Stopover City,Vehicle Plate,Distance (km),Vehicle Type,Speed (km/h),Fuel Consumption (L/100km),Traffic Congestion,Adjusted Speed (km/h),Travel Time (hours),Total Fuel Consumption (L),Peak Time,Off-Peak Time,Free-Flow Speed (km/h),Free-Flow Time (hours),Travel Time Index (TTI),Load Weight (pounds)
Dar es Salaam,Kigali,,DAR-KIG-4403,1444.0,Coupe,82.9271966173386,13.27373289970841,High,62.927196617338595,22.947152862711963,191.67270307178944,26.471946780216584,19.527385953271068,130,11.107692307692307,2.06587941284803,782.6436109806918
Kisumu,Juba,,KIS-JUB-4404,841.0,Saloon,64.44109455340045,13.077559982399293,High,44.44109455340045,18.923926344556026,109.98227945197806,24.116815167628452,14.249707095233337,110,7.6454545454545455,2.4751865611190995,494.02212760966705
Lamu Port,Arusha,,LAM-ARU-4405,690.0,Coupe,103.86047007238903,16.559758603951437,Medium,103.86047007238903,6.64352856788614,114.26233436726493,7.521934118252119,5.308432078409126,130,5.3076923076923075,1.251679295398838,611.6807796978343
Bujumbura,Kisumu,,BUJ-KIS-4406,1064.0,Truck,84.72790014386914,29.731002236680972,Low,104.72790014386914,10.159661356127053,316.3378637982855,11.691538763054268,8.054723683571533,90,11.822222222222223,0.8593698515521003,808.931468028584
Kisumu,Juba,,KIS-JUB-4407,841.0,Hybrid,83.52347476953668,8.844540699208046,Medium,83.52347476953668,10.069025532289468,74.38258728033966,11.392084240196743,7.76371724525398,100,8.41,1.1972681964672376,912.589015400916
Dar es Salaam,Kigali,,DAR-KIG-4408,1444.0,Hybrid,63.065723984042975,9.536825461145842,Medium,63.065723984042975,22.896748166489992,137.71175965894597,25.720130768216247,17.299121443193854,100,14.44,1.5856473799508306,643.4453506836068
Kisumu,Wau,,KIS-WAU-4409,1488.0,Truck,85.41443117436644,26.25020570647157,Low,105.41443117436644,14.115714361145612,390.60306091229694,18.008769615427664,10.406194241162114,90,16.533333333333335,0.8537730460370329,1066.213994973772
Lamu Port,Bujumbura,Arusha,LAM-BUJ-4410,1868.0,Hybrid,58.864601582427724,7.719058569868019,High,38.864601582427724,48.064303349107256,144.1920140851346,55.541755123668636,42.03600748081033,100,18.68,2.5730355111941785,843.6434691240266
Juba,Wau,,JUB-WAU-4411,647.0,SUV,86.12385781269597,10.735610289777162,Low,106.12385781269597,6.096649832895512,69.45939857485823,7.587310004695404,5.283737770752037,120,5.391666666666667,1.1307542193932942,1565.5323375008245
Kisumu,Juba,,KIS-JUB-4412,841.0,Truck,64.92209202174972,27.414713720750896,High,44.92209202174972,18.72130086000485,230.55774239151503,22.19590824984358,14.666938852331585,90,9.344444444444445,2.003468581926797,1119.9922009569827
Juba,Wau,,JUB-WAU-4413,647.0,Coupe,105.30662965843139,11.628200304713314,Medium,105.30662965843139,6.143962655519266,75.23445597149515,7.5397155049240405,5.1869805763072545,130,4.976923076923077,1.2344901780796051,666.2080269894475
Bujumbura,Kisumu,,BUJ-KIS-4414,1064.0,Truck,70.65537979777949,33.17324465411305,Low,90.65537979777949,11.73675519724712,352.9633231197629,15.08918607584888,9.385488969683786,90,11.822222222222223,0.992770646383685,1565.0835291191197
Kampala,Juba,,KAM-JUB-4415,653.0,Saloon,107.32825942970985,11.668897729128396,Low,127.32825942970985,5.12847660782233,76.19790217120843,6.5076346063873665,3.67751084122628,110,5.9363636363636365,0.8639087700772685,849.1060329713399
Kisumu,Wau,,KIS-WAU-4416,1488.0,Coupe,72.55545723821879,17.692359972671092,High,52.55545723821879,28.312949371847786,263.2623163933459,31.534885956220695,24.475924726180704,130,11.446153846153846,2.4735775660888524,680.51764354576
Kisumu,Wau,,KIS-WAU-4417,1488.0,Saloon,92.35172365377537,9.687709188429217,Low,112.35172365377537,13.24412257871042,144.15311272382675,16.807328032796416,9.851697646486457,110,13.527272727272727,0.9790682013831629,874.3787501896658
Kisumu,Wau,,KIS-WAU-4418,1488.0,Coupe,78.8294620578234,9.43418612236275,Medium,78.8294620578234,18.8761912254141,140.3806895007577,22.46955176287096,15.881738356584995,130,11.446153846153846,1.6491296097471997,750.3752193343985
Kampala,Bujumbura,,KAM-BUJ-4419,720.0,Hybrid,50.064664368376164,5.319007651296742,Low,70.06466436837616,10.276221351956888,38.29685508933654,12.023478486124485,8.27728659197779,100,7.2,1.4272529655495678,864.5045364977871
Kisumu,Bujumbura,,KIS-BUJ-4420,1064.0,Truck,85.10770943264558,28.111523492410043,Low,105.10770943264558,10.12294917036343,299.10660995924286,12.49655384584261,8.484124622161698,90,11.822222222222223,0.8562644974931473,1533.7982072425373
Kigali,Bujumbura,,KIG-BUJ-4421,273.0,SUV,101.99756476283022,18.281085092683075,Medium,101.99756476283022,2.676534490159575,49.90736230302479,3.4528407682097946,2.1258123892144565,120,2.275,1.1764986769932197,1590.2166561855831
Kisumu,Juba,,KIS-JUB-4422,841.0,Coupe,117.49246037999201,16.826056237288416,High,97.49246037999201,8.626308093180455,141.50713295559558,9.651347263438524,7.250517449438555,130,6.469230769230769,1.3334364472217113,600.9016393643498
Bujumbura,Dar es Salaam,,BUJ-DAR-4423,1496.0,Coupe,128.03527735149711,12.390706147419396,Low,148.03527735149711,10.105699308738929,185.36496396539417,12.668660342344442,7.140308274840273,130,11.507692307692308,0.8781690575775808,600.9127612709816
Kisumu,Bujumbura,,KIS-BUJ-4424,1064.0,Saloon,107.02012800010343,12.78631958674253,High,87.02012800010343,12.227056250695648,136.04644040294053,13.947422703674377,8.658841612365572,110,9.672727272727272,1.264075364263648,453.95585568441527
Bujumbura,Gitega,,BUJ-GIT-4425,98.9,Hybrid,44.24009141848471,9.772481848486418,Low,64.24009141848471,1.5395370370152075,9.664984548153068,1.8105374687566336,1.3536656407518852,100,0.9890000000000001,1.5566603003187132,515.1248670184641
Bujumbura,Dar es Salaam,,BUJ-DAR-4426,1496.0,Saloon,91.20299957629092,14.246884510340216,Medium,91.20299957629092,16.40296927677913,213.1333922746896,20.90992462227876,13.941520075938715,110,13.6,1.2061006821161127,785.8024177365355
Kisumu,Juba,,KIS-JUB-4427,841.0,Saloon,72.37592794820551,11.679292002174542,High,52.375927948205515,16.056994748268018,98.22284573828789,19.41547314935384,13.90043604696169,110,7.6454545454545455,2.1002014534000972,699.6460050673679
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-4428,1012.0,Hybrid,40.73125306070455,7.324526695269352,Low,60.73125306070455,16.663578454217713,74.12421015612584,18.55475012871558,13.186174201154934,100,10.12,1.6465986614839638,880.4790598665355
Lamu Port,Arusha,,LAM-ARU-4429,690.0,SUV,63.73462356952685,15.21872972764897,High,43.73462356952685,15.776973566562809,105.0092351207779,18.957764632426667,12.494248774569906,120,5.75,2.74382148983701,1705.9549667984797
Bujumbura,Kisumu,,BUJ-KIS-4430,1064.0,Saloon,99.0468590304172,8.651541537032552,Low,119.0468590304172,8.937657059294118,92.05240195402635,11.242932468527513,7.210908929112802,110,9.672727272727272,0.9240058989871739,653.6387950049209
Kisumu,Kampala,,KIS-KAM-4431,324.0,Saloon,81.6464627334667,8.632069092086137,Medium,81.6464627334667,3.9683286838487017,27.967903858359087,4.784915953585765,2.9712162965585707,110,2.9454545454545453,1.3472720840227075,489.80052041404343
Dar es Salaam,Kigali,,DAR-KIG-4432,1444.0,Coupe,77.24130807077442,13.109967919343426,Medium,77.24130807077442,18.69466009919066,189.30793675531905,21.188113628494925,15.828778047663613,130,11.107692307692307,1.6830372665476356,650.623776928394
Dar es Salaam,Kigali,,DAR-KIG-4433,1444.0,Hybrid,44.74891725698366,9.111482417965926,Low,64.74891725698366,22.30153122513031,131.56980611542795,26.516703834015566,19.310692513043104,100,14.44,1.5444273701613789,549.8669061903211
Nairobi,Kisumu,,NAI-KIS-4434,341.0,Truck,41.566873033836316,21.600724578025634,Low,61.566873033836316,5.5386928586188064,73.6584708110674,7.116495162252403,4.882052121664638,90,3.7888888888888888,1.461825094650125,1297.0423929076105
Juba,Wau,,JUB-WAU-4435,647.0,SUV,92.99984912924147,15.914074128989139,High,72.99984912924147,8.863032016059769,102.96405961455972,10.91607182512623,7.120619921549566,120,5.391666666666667,1.6438390137977934,1336.7714884322386
Lamu Port,Bujumbura,Arusha,LAM-BUJ-4436,1868.0,SUV,61.739215805625484,15.733767880015584,Low,81.73921580562549,22.853167620815853,293.9067839986911,28.474528118379936,17.892094609978912,120,15.566666666666666,1.4680835730716821,1498.1899662663889
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-4437,1012.0,Hybrid,90.31015151941821,10.056213241057677,High,70.31015151941821,14.393369636253826,101.76887799950369,18.095161532348467,12.46734461115941,100,10.12,1.4222697269025522,675.4797785571999
Kigali,Bujumbura,,KIG-BUJ-4438,273.0,Coupe,77.87110623524792,13.924746475636148,Low,97.87110623524792,2.789383000778631,38.014557878486684,3.1189170400019526,2.3724627269809124,130,2.1,1.3282776194183956,457.54472039126773
Nairobi,Kisumu,,NAI-KIS-4439,341.0,Coupe,110.3351500044528,8.372312017522917,Medium,110.3351500044528,3.090583553711018,28.549583979753148,3.7590993742744088,2.6994845574791593,130,2.623076923076923,1.1782283342593323,494.4841982589427
Kampala,Kigali,,KAM-KIG-4440,511.0,Hybrid,91.32086012101736,11.343871781028811,High,71.32086012101736,7.164804226041782,57.96718480105723,8.419956401599443,5.95499988854562,100,5.11,1.402114329949468,841.8171746721525
Lamu Port,Nairobi,,LAM-NAI-4441,697.0,Coupe,121.02713640173552,16.24631467989113,High,101.02713640173552,6.899136458034125,113.2368133188412,7.781065715749478,6.04821532379513,130,5.361538461538461,1.286782983564471,591.2662329011354
Kisumu,Nairobi,,KIS-NAI-4442,341.0,SUV,104.6979119076536,16.3343203128196,Medium,104.6979119076536,3.2569895023386066,55.700032266714835,3.714733033256448,2.337894205953095,120,2.841666666666667,1.1461546635795683,1348.2152956966388
Kampala,Kigali,,KAM-KIG-4443,511.0,SUV,100.7176202992951,18.06395293334983,High,80.7176202992951,6.330711907824449,92.30679948941764,7.952843481193088,5.291920049867822,120,4.258333333333334,1.486664244498892,1157.6236196095492
Nairobi,Arusha,,NAI-ARU-4444,902.0,Truck,73.12492291806524,24.915904350231067,Medium,73.12492291806524,12.335055737572125,224.74145723908424,13.966956734281338,8.853597489442993,90,10.022222222222222,1.2307705281391255,1469.3617345468729
Nairobi,Kisumu,,NAI-KIS-4445,341.0,Hybrid,62.55766612968124,11.279402278606046,Medium,62.55766612968124,5.450970617943313,38.46276177004662,6.336664609430518,4.632134144389544,100,3.41,1.5985251079012648,999.7275397997104
Dar es Salaam,Kigali,,DAR-KIG-4446,1444.0,Saloon,51.027325147829714,12.590564649954256,Medium,51.027325147829714,28.298563481754755,181.80775354533947,32.740721079349676,23.365806187963656,110,13.127272727272727,2.155707744455002,590.4927487325446
Kampala,Juba,,KAM-JUB-4447,653.0,Saloon,107.28665314551293,12.64982535966379,Low,127.28665314551293,5.130152956834339,82.60335959860454,5.693064493563424,3.6075153731445337,110,5.9363636363636365,0.864191156587714,773.3932252757322
Nairobi,Bujumbura,,NAI-BUJ-4448,1281.0,Truck,89.6955994115891,30.31317358292496,Medium,89.6955994115891,14.281637097064637,388.31175359726876,17.029876657446838,11.708831553851255,90,14.233333333333333,1.0033937070537216,936.8801953630787
Kampala,Bujumbura,,KAM-BUJ-4449,720.0,Truck,41.71815146084305,32.40514822470385,High,30.0,24.0,233.31706721786773,30.076463242412203,17.502143081081634,90,8.0,3.0,1393.9455489515528
Kisumu,Juba,,KIS-JUB-4450,841.0,Coupe,87.07779471635914,12.46057225664441,Low,107.07779471635914,7.854102731829176,104.79341267837948,8.674310815690163,5.721574696506516,130,6.469230769230769,1.2140705768582556,572.3405484135988
Bujumbura,Gitega,,BUJ-GIT-4451,98.9,Truck,55.6045957953541,24.02831159314519,Medium,55.6045957953541,1.7786299600844027,23.764000165620597,1.996530432467743,1.2985645761424798,90,1.098888888888889,1.6185712478017817,1284.2445522219975
Juba,Wau,,JUB-WAU-4452,647.0,Truck,61.57028518348927,25.681271726610106,Medium,61.57028518348927,10.508315790187375,166.1578280711674,13.07273718062566,8.372655292962328,90,7.188888888888889,1.461744082097162,990.0485048223317
Kisumu,Juba,,KIS-JUB-4453,841.0,Saloon,88.00031491055536,13.505209607900085,Medium,88.00031491055536,9.556783982589188,113.57881280243971,11.647007441654573,6.910549210491722,110,7.6454545454545455,1.2499955268547094,833.2455308554897
Bujumbura,Kisumu,,BUJ-KIS-4454,1064.0,Coupe,87.82531919123444,10.137211528220174,High,67.82531919123444,15.687357062043999,107.85993066026265,19.50016171011974,11.375391262006064,130,8.184615384615384,1.916688362843722,469.3341231714642
Nairobi,Kigali,Arusha,NAI-KIG-4455,1354.0,Truck,73.3447635435171,30.054800987461725,Low,93.3447635435171,14.505366435137718,406.94200537023175,16.62345151538495,10.896918606161034,90,15.044444444444444,0.9641676360135855,1542.8843525895225
Dar es Salaam,Arusha,,DAR-ARU-4456,630.0,Truck,85.0565619643086,20.23918529679966,Low,105.0565619643086,5.996769627907994,127.50686736983788,7.560449836206481,4.198768053652447,90,7.0,0.8566813754154277,848.998694085534
Nairobi,Arusha,,NAI-ARU-4457,902.0,Coupe,121.1824397269906,13.21002172948357,Low,141.1824397269906,6.388896535179792,119.15439599994181,7.640955499352091,4.824626031936246,130,6.938461538461539,0.9207944008573979,515.1926197575266
Kampala,Juba,,KAM-JUB-4458,653.0,Hybrid,77.27812535032592,5.639600083929904,High,57.27812535032592,11.400512778763355,36.826588548062276,13.932115147745805,9.390392074716965,100,6.53,1.745867194297604,781.4727488348802
Nairobi,Arusha,,NAI-ARU-4459,902.0,Coupe,95.95689597232274,10.273024072385237,Medium,95.95689597232274,9.400053960271576,92.66267713291484,10.51330877516099,7.7109969182915545,130,6.938461538461539,1.3547749610147504,743.387433477323
Nairobi,Kisumu,,NAI-KIS-4460,341.0,Saloon,65.25350180495055,11.032760917408218,Low,85.25350180495055,3.999835699185305,37.62171472836203,4.563837798420456,3.5754800489277767,110,3.1,1.2902695803823563,709.661185528338
Lamu Port,Bujumbura,Arusha,LAM-BUJ-4461,1868.0,Hybrid,88.74735702418674,10.206466511013993,Medium,88.74735702418674,21.048514148887893,190.6567944257414,26.40897242642239,15.237566986229208,100,18.68,1.1267941193194804,608.0568452262359
Lamu Port,Arusha,,LAM-ARU-4462,690.0,SUV,95.45999754515722,15.394181927534671,High,75.45999754515722,9.143917604649882,106.21985529998923,10.467789432558028,7.983684910428587,120,5.75,1.59024653993911,1626.6542131696326
Nairobi,Kisumu,,NAI-KIS-4463,341.0,Coupe,95.6383625940694,17.727099735613862,Low,115.6383625940694,2.9488483955538856,60.449410098443266,3.29830452179478,2.294905736053353,130,2.623076923076923,1.1241944029970825,638.4648443086935
Juba,Wau,,JUB-WAU-4464,647.0,Saloon,83.611553254054,9.031731186497776,High,63.611553254054,10.171108342787814,58.43530077664062,12.403063034357517,7.907093443441134,110,5.881818181818182,1.7292456224214212,554.556136402063
Nairobi,Kisumu,,NAI-KIS-4465,341.0,Hybrid,53.805447522402375,9.279471215425993,Low,73.80544752240237,4.620255163367112,31.642996844602635,5.588601983302549,3.556497671577782,100,3.41,1.3549135376443144,780.9217809781446
Kisumu,Kigali,,KIS-KIG-4466,834.0,Coupe,101.36965163865572,8.076978029547128,Low,121.36965163865572,6.871569529448781,67.36199676642305,8.394163562301358,4.981525820348659,130,6.415384615384616,1.071107960225829,670.1197046694062
Kisumu,Juba,,KIS-JUB-4467,841.0,Truck,81.50326860978896,30.56183531348652,Medium,81.50326860978896,10.318604570651434,257.02503498642164,12.626475011882796,8.21052405203379,90,9.344444444444445,1.104250191865195,1344.4219640876731
Kampala,Bujumbura,,KAM-BUJ-4468,720.0,Coupe,109.70975738068621,8.68780657697659,High,89.70975738068621,8.025882813891215,62.55220735423144,9.631376151625922,6.881998632167603,130,5.538461538461538,1.449117730285914,689.6018435712712
Kigali,Bujumbura,,KIG-BUJ-4469,273.0,SUV,81.72335101034949,19.353822607327864,Low,101.72335101034949,2.6837495745910354,52.83593571800507,3.2171576419041945,2.3485129722668927,120,2.275,1.1796701426773781,1658.7707833272248
Lamu Port,Arusha,,LAM-ARU-4470,690.0,Coupe,121.75535448048183,10.855429378695334,Low,141.75535448048183,4.867541000682309,74.9024627129978,6.253977856843581,4.344630083841914,130,5.3076923076923075,0.9170729421575365,729.9288196828084
Kisumu,Juba,,KIS-JUB-4471,841.0,Hybrid,49.42353304594832,8.143615700180039,High,30.0,28.033333333333335,68.48780803851413,33.82996353749241,24.026206536493874,100,8.41,3.3333333333333335,803.8485008744851
Kisumu,Bujumbura,,KIS-BUJ-4472,1064.0,Hybrid,61.34982272005965,9.775584636941938,Medium,61.34982272005965,17.34316340008106,104.01222053706222,21.218667395562502,14.301490632937917,100,10.64,1.6299965601579942,516.0827027224085
Kisumu,Juba,,KIS-JUB-4473,841.0,Coupe,127.98608860505918,11.630014499825615,High,107.98608860505918,7.788040208362532,97.80842194353342,8.982677900962994,6.226590762127551,130,6.469230769230769,1.2038587718039586,699.8089474136867
Bujumbura,Dar es Salaam,,BUJ-DAR-4474,1496.0,Hybrid,43.73345035913452,11.283298058396696,Low,63.73345035913452,23.472760247093504,168.79813895361457,29.909428642863478,20.538182858501575,100,14.96,1.569034775875234,987.4797113245894
Kampala,Kigali,,KAM-KIG-4475,511.0,Truck,41.89748651199354,34.2914884573,High,30.0,17.033333333333335,175.229506016803,18.819680635658884,14.442609687363468,90,5.677777777777778,3.0,1044.4532969256184
Kisumu,Kampala,,KIS-KAM-4476,324.0,Coupe,109.8747656805424,17.41689208441949,Medium,109.8747656805424,2.948811749387665,56.430730353519145,3.5723242890738165,2.1592722253692904,130,2.4923076923076923,1.1831652080876434,642.7594467469315
Dar es Salaam,Arusha,,DAR-ARU-4477,630.0,Truck,49.982984332448915,20.610496928807116,Medium,49.982984332448915,12.604289407965672,129.84613065148483,14.832350390764242,10.543615374926565,90,7.0,1.8006127725665244,1414.9332872949885
Kampala,Bujumbura,,KAM-BUJ-4478,720.0,Truck,64.4104989138246,26.759351218551878,Medium,64.4104989138246,11.178301862919811,192.66732877357353,13.646256728063547,8.788467216490147,90,8.0,1.3972877328649764,1311.2711835665864
Lamu Port,Nairobi,,LAM-NAI-4479,697.0,Saloon,69.88953639529296,14.66125179510958,Medium,69.88953639529296,9.972880576253797,102.18892501191378,11.68855920173408,8.169384209437316,110,6.336363636363636,1.573912286065879,865.1470023094481
Bujumbura,Kisumu,,BUJ-KIS-4480,1064.0,Coupe,119.35502392968593,14.615820213755933,Medium,119.35502392968593,8.914580760562039,155.51232707436313,11.08561620659546,7.841894755831513,130,8.184615384615384,1.0891874989408508,589.3359838675076
Bujumbura,Dar es Salaam,,BUJ-DAR-4481,1496.0,Hybrid,49.77149749826967,10.140263857529673,Medium,49.77149749826967,30.057363655815443,151.69834730864392,33.18532193641696,24.963064617944806,100,14.96,2.0091820625545083,765.9233881280403
Nairobi,Bujumbura,,NAI-BUJ-4482,1281.0,Truck,76.35062273498619,26.376022604240113,Medium,76.35062273498619,16.777859225148227,337.8768495603158,19.81763632059167,14.894458239186864,90,14.233333333333333,1.1787723109003438,830.5947122935246
Kisumu,Kigali,,KIS-KIG-4483,834.0,Saloon,105.48715458284082,8.335823057832084,Low,125.48715458284082,6.646098580946242,69.52076430231958,8.41564040516893,5.803864660531855,110,7.581818181818182,0.8765837456883532,855.0995904894772
Kampala,Juba,,KAM-JUB-4484,653.0,Coupe,86.04025374469985,8.632243392506336,High,66.04025374469985,9.887908706777301,56.36854935306637,11.371491948609675,7.176448855482819,130,5.023076923076923,1.96849637347787,504.9131247501797
Kampala,Juba,,KAM-JUB-4485,653.0,Coupe,117.72705749065526,14.217593860953972,Medium,117.72705749065526,5.5467282876057,92.84088791202943,6.159920074227907,3.895635801276483,130,5.023076923076923,1.104249123106801,791.368429717707
Dar es Salaam,Arusha,,DAR-ARU-4486,630.0,SUV,78.89641834087497,11.638136635943154,High,58.89641834087497,10.696745536439026,73.32026080644187,12.828658425750827,8.31011207943155,120,5.25,2.0374753402741,1051.8430667863959
Kisumu,Bujumbura,,KIS-BUJ-4487,1064.0,SUV,62.40886620172442,11.667455686259366,High,42.40886620172442,25.089093279195843,124.14172850179966,32.498070423397934,21.904434254480513,120,8.866666666666667,2.829596986375471,1096.7737186224942
Nairobi,Bujumbura,,NAI-BUJ-4488,1281.0,Truck,62.66423231688291,23.707654535159094,Low,82.6642323168829,15.496424077216954,303.695054595388,17.24491214048519,11.56072284889733,90,14.233333333333333,1.0887417384461562,1187.7005072693735
Kisumu,Wau,,KIS-WAU-4489,1488.0,SUV,75.538930645918,18.755763666677144,High,55.538930645918,26.792017467649334,279.0857633601559,29.846610169909216,22.45921198428707,120,12.4,2.1606465699717203,1452.9375671735354
Lamu Port,Nairobi,,LAM-NAI-4490,697.0,Truck,65.75688367305503,30.938779596926217,High,45.75688367305503,15.23268072581709,215.64329379057574,18.56899292409435,12.11301360534027,90,7.7444444444444445,1.9669171668917333,1152.5316862068398
Nairobi,Kampala,Kisumu,NAI-KAM-4491,663.0,Hybrid,42.142656941688585,7.556143489746201,Medium,42.142656941688585,15.732278126587305,50.09723133701732,18.0923329011417,13.360095254837404,100,6.63,2.3728926284445406,675.9082657893798
Juba,Wau,,JUB-WAU-4492,647.0,Truck,63.958467369772094,22.79625282815277,Medium,63.958467369772094,10.115939712241818,147.49175579814843,11.957508568976552,7.414937030900238,90,7.188888888888889,1.4071631748095266,1232.069582195248
Kampala,Juba,,KAM-JUB-4493,653.0,SUV,67.21149248673233,18.703037784998426,High,47.211492486732325,13.831378031175571,122.13083673603971,17.511927512439115,10.343356330632055,120,5.441666666666666,2.5417540026662615,1713.5110282885892
Nairobi,Bujumbura,,NAI-BUJ-4494,1281.0,Hybrid,96.3658976259878,5.551646886317852,Medium,96.3658976259878,13.293084291828793,71.11659661373169,15.15105518504316,9.949938647450205,100,12.81,1.0377114981911626,980.9759981135868
Kigali,Bujumbura,,KIG-BUJ-4495,273.0,SUV,80.94112275254659,19.582856281444737,Low,100.94112275254659,2.7045468938288844,53.46119764834413,3.364077665270662,2.189853128139212,120,2.275,1.188811821463246,1162.0391900060954
Dar es Salaam,Arusha,,DAR-ARU-4496,630.0,Truck,44.15808665662325,29.654620593180894,High,30.0,21.0,186.8241097370396,25.21883915572374,15.916422722781114,90,7.0,3.0,1344.126912832351
Bujumbura,Gitega,,BUJ-GIT-4497,98.9,Saloon,108.33328225802033,14.825789348650996,High,88.33328225802033,1.1196232888880369,14.662705665815835,1.4342279593539196,0.9655009567690608,110,0.8990909090909092,1.2452837389047933,774.8605336461845
Nairobi,Kisumu,,NAI-KIS-4498,341.0,Coupe,98.27339985422459,9.627491077823805,Low,118.27339985422459,2.883150399162385,32.82974457537918,3.732504594981868,2.2181772576611483,130,2.623076923076923,1.0991482460149855,661.3668513045425
Dar es Salaam,Arusha,,DAR-ARU-4499,630.0,SUV,72.12505889864633,18.896013951243944,Low,92.12505889864633,6.838530227623628,119.04488789283685,8.185667048766561,5.690821270729113,120,5.25,1.3025771862140243,973.8839724474326
Kampala,Juba,,KAM-JUB-4500,653.0,Truck,85.58415021648679,29.11819465810332,Low,105.58415021648679,6.184640390258453,190.1418111174147,7.526270792454565,5.502476888179042,90,7.2555555555555555,0.8524006663449629,1231.5805213358044
Bujumbura,Gitega,,BUJ-GIT-4501,98.9,Hybrid,85.97058396819469,10.179518760292858,Low,105.97058396819469,0.933277861615665,10.067544053929637,1.1658213140815392,0.7665801970111626,100,0.9890000000000001,0.9436581007236248,881.6258038076783
Kisumu,Nairobi,,KIS-NAI-4502,341.0,SUV,99.70929587934643,18.27276954871939,High,79.70929587934643,4.2780455684386105,62.31014416113311,4.978510625364773,3.201820658424773,120,2.841666666666667,1.5054705812687192,1050.7083619219572
Kisumu,Juba,,KIS-JUB-4503,841.0,SUV,101.12439738241926,15.340023057474994,Medium,101.12439738241926,8.31648960853249,129.0095939133647,9.52527532317806,7.202839584466276,120,7.008333333333334,1.1866572568655158,1179.6827265890495
Kigali,Bujumbura,,KIG-BUJ-4504,273.0,Coupe,84.21738175528941,15.43888144118619,Medium,84.21738175528941,3.241611105807784,42.148146334438295,4.191199050108431,2.277259368942585,130,2.1,1.5436243360989448,481.52017559683264
Kisumu,Kigali,,KIS-KIG-4505,834.0,Truck,63.67189339191373,24.42187526011264,Medium,63.67189339191373,13.098401124442095,203.6784396693394,15.541555222246602,9.840926115859375,90,9.266666666666667,1.4134965242203699,1509.5428435646681
Kisumu,Kampala,,KIS-KAM-4506,324.0,Saloon,98.11677654450652,12.573708802824227,Medium,98.11677654450652,3.302187570879187,40.73881652115049,3.6334569694766685,2.56744455463871,110,2.9454545454545453,1.1211130641873783,836.3392272242864
Nairobi,Kampala,Kisumu,NAI-KAM-4507,663.0,Hybrid,96.240373787482,6.1580914801321445,Low,116.240373787482,5.703698107613956,40.82814651327612,7.2296863731775725,4.2161495274730205,100,6.63,0.8602862907411699,584.60156016291
Dar es Salaam,Nairobi,Mombasa,DAR-NAI-4508,822.0,Truck,72.45946423182465,23.66359202132264,Medium,72.45946423182465,11.344273777268317,194.5147264152721,13.839252039015562,9.311420965725008,90,9.133333333333333,1.2420737712337573,1408.4401878276192
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-4509,1012.0,Hybrid,94.21497911809851,5.69649589979631,Medium,94.21497911809851,10.74139175609706,57.64853850593866,12.177641642911457,8.717714874607761,100,10.12,1.061402347440421,681.9880339263447
Bujumbura,Kisumu,,BUJ-KIS-4510,1064.0,SUV,99.36970838669262,17.9108572152803,High,79.36970838669262,13.405618108310874,190.5715207705824,14.82698816246868,10.473800227583412,120,8.866666666666667,1.5119118167267902,1475.3996108057995
Nairobi,Kampala,Kisumu,NAI-KAM-4511,663.0,Coupe,91.29507042188243,17.541380793838094,High,71.29507042188243,9.299380673541027,116.29935466314657,10.771439958076375,7.0570757788598355,130,5.1,1.823407975204123,597.3472584281221
Nairobi,Kigali,Arusha,NAI-KIG-4512,1354.0,Coupe,121.04384107516223,10.946182996849034,Medium,121.04384107516223,11.18602968951748,148.21131777733592,14.380507178166937,8.800960644011088,130,10.415384615384616,1.0739910337055187,588.7915737839297
Dar es Salaam,Kigali,,DAR-KIG-4513,1444.0,Saloon,50.45246556295992,9.373257408944486,Low,70.45246556295993,20.496088936867196,135.3498369851584,26.37228143911994,15.540963726247167,110,13.127272727272727,1.5613364148583044,846.5781655695728
Nairobi,Kisumu,,NAI-KIS-4514,341.0,Coupe,86.87862822824455,16.899646075009088,Medium,86.87862822824455,3.92501593261966,57.62779311578099,4.561656253648841,2.9211997868778004,130,2.623076923076923,1.496340384869665,654.7857062299506
Nairobi,Arusha,,NAI-ARU-4515,902.0,SUV,118.02727069528486,10.704399859702603,Low,138.02727069528487,6.534940490066599,96.55368673451748,8.280986397450395,5.033564225162499,120,7.516666666666667,0.8693934133126295,1081.2969499196072
Nairobi,Dar es Salaam,Mombasa,NAI-DAR-4516,1012.0,Saloon,78.277689711999,11.386655988238367,High,58.277689711999,17.365135869338275,115.23295860097227,20.636190270590333,14.247522952439274,110,9.2,1.8875147684063343,499.8415309570682
Juba,Wau,,JUB-WAU-4517,647.0,Truck,44.645583066485166,25.662465637062837,Low,64.64558306648516,10.008417734195216,166.03615267179654,12.31905062592198,8.303765723752072,90,7.188888888888889,1.392206485436738,1546.7254744090978
Kisumu,Wau,,KIS-WAU-4518,1488.0,Coupe,89.02494504357703,13.360563543270873,Medium,89.02494504357703,16.714416383763396,198.80518552387056,19.503864861801553,12.694088320743857,130,11.446153846153846,1.4602648722373934,461.3543806152915
